id,raw_sentence,pun_type,pun_label
hom_788,Changing a tire on that crazy Houston freeway was a wrenching experience .,homographic,1
hom_390,One palm tree said to another ' let ' s have a date . ',homographic,1
hom_621,Army dentists make a good drill corps .,homographic,1
hom_1524,My other computer runs the Enterprise .,homographic,0
hom_1887,"OLD WOOL COATS never die , they just become mothballed .",homographic,1
het_1698,The chaplain got his gown from the army surplice depot .,heterographic,1
het_494,The fine print is usually a clause for suspicion .,heterographic,1
hom_294,"OLD BLASTING TECHNICIANS never die , they just lose their spark .",homographic,1
hom_1058,"My mailman should be a comedian , his delivery is perfect !",homographic,1
hom_1766,OLD FIREFIGHTERS never die they just go to blazes .,homographic,1
hom_1516,"This is a picture of my new house , said Tom , visibly moved .",homographic,1
het_10,"In the winter , some horses are Friesian .",heterographic,1
het_435,"Lizards have a very strong heartbeat which can be faintly heard anywhere on their body , said Mr . Johnson , beginning a story . ' ' Come listen to this tail . ' '",heterographic,1
het_1088,"During my trip to Italy , I didn ' t do much . I just vegged out . When in Rome , do as the Romaines .",heterographic,1
hom_1182,"A man tried working in a shoe store , but he just couldn ' t seem to fit in .",homographic,1
hom_1693,Time will tell .,homographic,0
het_1203,Thieves have muscles of steal .,heterographic,1
hom_119,Some people find fire drills quite Alarming .,homographic,1
hom_328,' ' I didn ' t look at all ! ' ' Tom peeped .,homographic,1
hom_1287,The safe was invented by a cop and a robber . It was quite a combination .,homographic,1
hom_755,Home sweet home .,homographic,0
hom_451,"I tried hard to get into vexillology , but , in the end , had to flag it away .",homographic,1
hom_545,When cave men got together they formed clubs .,homographic,1
hom_1671,When crazy glue was invented lots of people became attached to it .,homographic,1
hom_2242,Weather forecasters have to have lots of degrees .,homographic,1
hom_896,"Daddy , how come my magnet won ' t pick up these disks ?",homographic,0
het_572,Bought friends are not friends indeed .,heterographic,0
hom_128,A baseball player can sell himself to a new team if he has a good pitch .,homographic,1
hom_1170,"When thy friend asks , let there be no to - morrow .",homographic,0
hom_570,"OLD PSYCHIATRISTS never die , they just shrink away .",homographic,1
hom_2213,"My name is Teddy , I ' m in lingerie",homographic,1
het_626,A mans worst enemies are often those of his own house .,heterographic,0
het_1068,""" I never met a chocolate I didn ' t like . "" - - Deanna Troi",heterographic,0
het_177,You should never take rocks for granite .,heterographic,1
het_1562,A store is no sore .,heterographic,0
het_1202,How does a Welsh man eat cheese ? Caerphilly .,heterographic,1
hom_933,"Brag is a good dog , but holdfast is better .",homographic,0
het_1013,"I want to buy that big diamond , Tom said hopefully .",heterographic,1
hom_1141,"When the electrican apprentice made mistakes , his mother grounded him .",homographic,1
hom_1955,One of the joys of being a lightweight is that commuting by wind is a breeze !,homographic,1
het_770,The trucker explained that he was early because he had had no breaks .,heterographic,1
het_1507,One should be cherry of virgins .,heterographic,1
het_1606,New years resolution for the bankrupt gardener was to forget the past and rely on the fuchsia .,heterographic,1
hom_886,The personal trainer quit his job because it wasn ' t working out .,homographic,1
het_549,Having too many vowels is a consonant struggle in the game of Scrabble .,heterographic,1
het_1462,Great events cast their shadows before them .,heterographic,0
het_1146,A candle loses nothing by lighting another candle .,heterographic,0
hom_801,A man ' s best fortune or his worst is a wife .,homographic,0
het_1594,The stern pirate captain ' s policy of forcing the worst members of his crew to walk the plank went swimmingly .,heterographic,1
hom_265,"OLD COWBOYS never die , they just get the boot .",homographic,1
het_703,"In the delivery room , the unborn infant expected to be given a wide berth .",heterographic,1
hom_1350,Since Bruce got too close to the big blade at the saw mill he is no longer feeling chipper .,homographic,1
het_343,Geologists can be sedimental about their work .,heterographic,1
het_871,Lions don ' t have to worry about every little detail in life . . . just the mane thing .,heterographic,1
het_1653,If your mind is clouded or in a fog you may have mist some opportunities .,heterographic,1
hom_519,Fretting cares make grey hairs .,homographic,0
het_397,"Everyone makes mistakes , if not we ' d all be single !",heterographic,0
hom_977,"The gravity was so powerful , I couldn ' t stand it .",homographic,1
hom_1886,When the air conditioning failed in the indoor stadium there was a fan protest .,homographic,1
hom_175,He became an astronaut and had a blast .,homographic,1
hom_717,Those who get up at sunrise have many ideas dawn on them .,homographic,1
het_412,' ' Why shouldn ' t I stir my coffee with a ballpoint pen ? ' ' Tom bickered .,heterographic,1
hom_124,The inventor of glass decided to see it through .,homographic,1
het_359,"Now on CD ROM , classic taglines of the computer era .",heterographic,0
hom_364,"Five brothers wanted to buy a horse , so they all had to pony up .",homographic,1
het_1697,"Despite the repressive restrictions in force against all of the fine arts , students in Kabul often gathered secretly to listen to band music .",heterographic,1
hom_2052,Real estate agents believe in doing good deeds .,homographic,1
hom_428,The prospector didn ' t think his career would pan out .,homographic,1
hom_1812,"OLD VACUUM CLEANER SALESMEN never die , they just get sucked in !",homographic,1
hom_862,"After 5 years with the same chiropractor , I moved and had to change doctors . It was quite an adjustment .",homographic,1
hom_848,"I went to the dentist without lunch , and he gave me a plate .",homographic,1
hom_1499,"OLD BOOTLEGGERS never die , they just keep still .",homographic,1
hom_2165,When the tornado went through town it was quite a blow .,homographic,1
het_1648,"When told his design for a stadium was too grandiose , the architect shed a tier .",heterographic,1
hom_1828,"' ' I like modern painting , ' ' said Tom abstractly .",homographic,1
het_835,Remember when safe sex was not getting caught in the act ?,heterographic,0
het_523,"If you think that mutt made strange sounds as a pup , you should hear him grown .",heterographic,1
het_1682,Talk is cheap - - supply exceeds demand !,heterographic,0
hom_242,Take care of the pennies and the pounds will take care of themselves .,homographic,0
het_370,"Pablo and Jose waited for a signal from Pilar to join her in the Church Tower , but neither responded to the chiming because they didn ' t know for whom the belle was tolling .",heterographic,1
het_21,A good mind possesses a kingdom .,heterographic,0
hom_783,After Gus gave his girlfriend a 3 dollar box of chocolates for her birthday he got nothing but snickers .,homographic,1
hom_2176,"For the orthodontist visit , the boy had to brace himself .",homographic,1
het_1675,"When the head is sick , the whole body is sick .",heterographic,0
hom_1386,We have nothing to fear but fear itself .,homographic,0
hom_1555,"She had a boyfriend with a wooden leg , but broke it off .",homographic,1
het_78,A waterbed may just be the vinyl resting place .,heterographic,1
hom_473,"Did you see guys that Bob the ventriloquist hangs out with ? They ' re nothing special , just a bunch of dummies .",homographic,1
hom_385,50 percent of something is better than one hundred percent of nothing .,homographic,0
het_1216,Modern fashion designs are often presented with tongue in chic .,heterographic,1
hom_631,Civil servants named Grant are known as government grants .,homographic,1
het_1450,I was fixated on the pain in my bad tooth . I was abscessed by it .,heterographic,1
hom_1023,Hell’s the pits,homographic,1
het_1161,Much is expected where much is given .,heterographic,0
hom_2021,Volta was electrified .,homographic,1
hom_676,Old burglars never die they just steal away .,homographic,1
het_561,Some bankers are generous to a vault .,heterographic,1
hom_380,In an office : Would the person who took the step ladder yesterday kindly bring it back or further steps will be taken .,homographic,1
het_107,Giving praise is when you let off esteem .,heterographic,1
hom_321,Seek water in the sea .,homographic,0
hom_102,The ignorant always adore what they cannot understand .,homographic,0
het_1517,Never ask pardon before you are accused .,heterographic,0
hom_2142,Employers like their mechanics to be geared up .,homographic,1
hom_1664,Shit or get off the pot .,homographic,0
hom_1289,"This building is so high , the elevator shows movies .",homographic,0
hom_1496,I wondered why my geometry class was always tired . They were all out of shape .,homographic,1
hom_1934,"She was only a Vacuum salesman ' s daughter , but she knew how to suck !",homographic,1
hom_687,Many people need to learn to be happy with the State they are in .,homographic,1
hom_1172,Pavlov was drooling at the thought .,homographic,1
hom_8,A bank manager who was also a high jumper spent most of his time in the vault .,homographic,1
hom_694,Swimmers have to be careful not to get into deep trouble .,homographic,1
hom_78,"When potato chips don ' t sell fast enough , the maker knows it will soon be crunch time .",homographic,1
hom_1276,Galois wanted to assemble his own group .,homographic,1
hom_358,A restaurant owner gave his cooks a stirring speech .,homographic,1
hom_2043,Misspelled ? Impossible . My modem is error correcting .,homographic,0
hom_968,Jumping to conclusions is bad exercise,homographic,1
het_895,You should massage a cow ' s back before putting it out to posture .,heterographic,1
hom_811,"After he bought his two - year - old a felt pen , he was a marked man .",homographic,1
hom_1222,The portrait artist made extra money as a census taker . He was good at canvasing people .,homographic,1
het_420,My two uncles bet who would get married first . Then one upped the ante .,heterographic,1
het_1731,A cannibal ' s favourite game is ' swallow the leader ' .,heterographic,1
het_363,He stayed at the auction to the bidder end .,heterographic,1
het_1179,"Early to bed and early to rise , makes a man healthy , wealthy and wise .",heterographic,0
hom_1610,"Set your drink on a skateboard , they make good coasters .",homographic,1
hom_183,Dentists on death fill their last cavity .,homographic,1
hom_1119,"I walked past a gang of youths yesterday and one of them threw a piece of cheese at me , which hit me on the back of the head . I turned round and shouted , ' ' That ' s not very mature ! ' '",homographic,1
het_1348,The word ' ovine ' means just like ewe .,heterographic,1
het_1722,Dollars do best when accompanied by some sense,heterographic,1
het_896,You can lead a horse to water but you can ' t make it drink .,heterographic,0
hom_179,"OLD PHOTOGRAPHERS never die , they just lose their focus .",homographic,1
hom_1790,A boiled egg in the morning is hard to beat .,homographic,1
hom_1102,The dermatologist was an avid gardener but he had a problem with moles .,homographic,1
het_1276,"She was only a Poet ' s daughter , but I ' ve seen verse .",heterographic,1
hom_1586,"Dorothy ' s dog , of the Wizard of Oz fame , always eats his food entirely - he never leaves any scraps because it ' s in toto .",homographic,1
hom_1396,The melody kept on playing until it became a strain .,homographic,1
het_1218,The first time wine taster had a blanc stare on his face .,heterographic,1
het_110,"Press Control , Alt , Delete for an I . Q . Test .",heterographic,0
hom_842,You can ' t see the wood for the trees .,homographic,0
het_1632,Praise the day at sunset .,heterographic,0
het_682,Don ' t run behind success run behind perfection and success will come behind you .,heterographic,0
hom_225,The carpenter was well - known for nailing his work .,homographic,1
het_885,"Sign on a broken perfume bottle , ' ' Out of odor ' ' .",heterographic,1
het_1509,The anesthesiologist ' s computer has an ethernet connection .,heterographic,1
hom_2072,Joe refused to eat sushi because it looks fishy .,homographic,1
het_506,"' ' I won ' t tell you anything about my salivary glands , ' ' said Tom secretively .",heterographic,1
het_106,Neuter your dog - an ounce of prevention is better than a pound of curs .,heterographic,1
het_1589,"To stay out of debt , act your wage .",heterographic,1
het_376,Never look a gift horse in the mouth .,heterographic,0
het_964,A cardboard belt would be a waist of paper .,heterographic,1
hom_339,"Doctor , Doctor , my hair is coming out . What can you give me to keep it in ? - A cigar box . Next .",homographic,1
het_1098,A logger went to his doctor because of a problem with the lumbar .,heterographic,1
hom_1807,The athlete colored her hair and started a winning streak .,homographic,1
hom_2111,"He hates his job selling used cars , but it ' s just his lot in life .",homographic,1
hom_1767,"When a new baby comes into a family , many changes are necessary .",homographic,1
het_1545,A church fair is a bazaar experience .,heterographic,1
hom_1917,"OLD SHEET ROCKERS (dry wallers) never die , they just hang around .",homographic,1
het_281,It takes two to make a quarrel .,heterographic,0
hom_453,"Any given program , once running , is obsolete .",homographic,0
hom_736,"In parking lots , arguments often start from scratch .",homographic,1
hom_479,"When you give to god , you always get back change",homographic,1
het_171,"You ' re not old , You ' re chronologically disadvantaged",heterographic,0
het_273,Don ' t count your chickens before they ' re hatched .,heterographic,0
het_630,A course offered to introduce French in five easy liaisons .,heterographic,1
het_1780,"' ' I don ' t like this Chardonnay , ' ' Tom whined .",heterographic,1
het_1196,He that will thrive must first ask his wife .,heterographic,0
het_956,OLD HAIRDRESSERS never dye . . . or cut .,heterographic,1
het_576,"Give , and ye shall receive .",heterographic,0
het_781,"' ' I ' m losing my hair , ' ' Tom bawled .",heterographic,1
het_968,He that sows the wind shall reap the whirlwind .,heterographic,0
hom_181,The trapeze artist had to buy his own safety equipment . Every Friday he drew his net wages .,homographic,1
het_1741,You don ' t get nothing for nothing .,heterographic,0
het_901,"The math teacher was hungry , but all she had to eat was a piece of pi .",heterographic,1
het_565,"Life ' s battle don ' t always go to the stronger or faster man , but sooner or later the man who wins is the one who thinks he can .",heterographic,0
hom_1838,She was only an Apple - grower ' s daughter but the men said she was delicious .,homographic,1
het_179,"' ' If I let go of the ceiling it will collapse , ' ' Tom upheld .",heterographic,1
het_1759,There are none so blind as they who do not want to see .,heterographic,0
hom_1055,I hate it when motorcyclists hog the road .,homographic,1
het_1066,"One day my friend asked me , how do you take such good care of your saxophone . I responded with tenor , love and care .",heterographic,1
hom_639,"When all is said and done , more is said then done .",homographic,0
hom_1803,For insomnia move to the edge of the bed and you ' ll soon drop off .,homographic,1
hom_96,Don ' t argue with a bomb inventor - he might blow up at you .,homographic,1
hom_517,"If you want a thing done right , do it yourself .",homographic,0
hom_760,My name is Marshall . I ' m a peace officier .,homographic,1
hom_761,"Goose , gander and gosling are three sounds but one thing .",homographic,0
hom_406,Early nuclear experimenters discovered an element of surprise .,homographic,1
het_1294,Avoid evil and it will avoid thee .,heterographic,0
hom_1156,When the TV repairman got married the reception was excellent .,homographic,1
hom_2185,"He was selling palm trees , but people thought it was a shady deal .",homographic,1
hom_2095,53 . 7 % of all statistics are totally incorrect,homographic,0
het_815,"I used to enjoy steak and cheese with my eggs , but it ' s all ova now .",heterographic,1
het_1211,Good laws have sprung from bad customs .,heterographic,0
hom_1857,It ' s no wonder that some baseball players have lots of money - often even many of the bases are loaded .,homographic,1
het_1331,That the obstetrician ' s services were needed on the train was an accident of berth .,heterographic,1
hom_1908,Admiration is the daughter of ignorance .,homographic,0
hom_1722,"I ' d love to , but I ' m teaching my ferret to yodel .",homographic,0
hom_871,The inventor of a hay baling machine made a bundle .,homographic,1
het_1209,The first order of priority in hiring math majors is get them to sine on the dotted line,heterographic,1
hom_578,The exhibitionist went to the store because he heard they were having a flash sale .,homographic,1
het_65,By yourself you ' re in the right . In a group you ' re in the throng .,heterographic,1
hom_1016,A prisoner ' s favorite punctuation mark is the period . It marks the end of his sentence .,homographic,1
het_311,"A good baker will rise to the occasion , it ' s the yeast he can do .",heterographic,1
hom_664,"A fisherman tried boxing , but he only threw hooks .",homographic,1
hom_1973,"Never draw fire , it irritates everyone around you .",homographic,0
het_1603,Evil begets evil .,heterographic,0
hom_1603,"Yo mama ' s so ugly , she made an onion cry .",homographic,0
hom_1164,"Tony attempted to join his thin crust pizza company with Zimo ' s Thick Crust Pizza , but somehow it didn ' t pan out .",homographic,1
hom_539,SHIN : A device for finding furniture in the dark,homographic,0
hom_982,People only throw stones at trees with fruit on them .,homographic,0
hom_289,An old spice wholesaler is a seasoned veteran .,homographic,1
hom_1407,Poor blood circulation runs through the family .,homographic,1
het_961,I have seen the data . . . now bring me some I can agree with,heterographic,0
hom_1831,"OLD HOUSEWIVES never die , they just wash away .",homographic,1
hom_1215,Why was the rabbit depressed ? He was just going through a bad patch !,homographic,1
het_1457,A band of teenagers cruised past my neighbor ' s house and pelted it with rotten tomatoes . Police described it as a drive - by fruiting .,heterographic,1
hom_1441,OLD TANNERS never die they just go into hiding .,homographic,1
het_1,"' ' I ' m halfway up a mountain , ' ' Tom alleged .",heterographic,1
hom_1730,When he forgot to itemize what he wanted at the grocery store he felt quite listless .,homographic,1
hom_1784,He that steals an egg will steal an ox .,homographic,0
hom_563,"If pride goes before a fall , humility should arrive by that winter",homographic,1
hom_1965,When I asked if I could get insurance if the nearby volcano erupted they assured me I would be covered .,homographic,1
hom_2090,Only the good die young .,homographic,0
hom_1359,"Occasionally , I hear an assertion followed by a hasty qualification , such as , ' ' Jim graduated in 1995 - - if memory serves . ' ' I ' ll respond : ' . . . or only stands and waits . ' '",homographic,1
het_664,A guilty conscience needs no accuser .,heterographic,0
hom_567,Send $ 20 and I will double your IQ or no money back,homographic,0
het_1205,If I am afraid of losing my fat tissue . My psychiatrist told me I have an adipose complex .,heterographic,1
hom_1741,"I ' m not lost , I ' m "" locationally challenged . """,homographic,0
het_755,The king never let any of his personal musicians go swimming immediately after eating for fear that they would get minstrel cramps .,heterographic,1
hom_577,The first step to health is to know that we are sick .,homographic,0
hom_1363,OLD BASKETBALL PLAYERS never die they just go on dribbling .,homographic,1
hom_1962,Tires cost 100 bucks a pop .,homographic,1
hom_1950,"Squirt guns don ' t soak people , People soak people .",homographic,0
het_508,"I need to go on a diet , said Tom wastefully .",heterographic,1
het_853,A staff is quickly found to beat a dog .,heterographic,0
hom_1714,"OLD CASHIERS never die , they just change .",homographic,1
hom_214,"When you ' re wearing a watch on an airplane , time flies .",homographic,1
het_88,Don ' t talk the talk if you can ' t walk the walk .,heterographic,0
het_1654,It was an emotional wedding . Even the cake was in tiers .,heterographic,1
hom_2231,Becoming a yoga instructor offers the possibilities of a unique teaching position .,homographic,1
het_355,Burn not your house to rid it of the mouse .,heterographic,0
hom_1974,"My name is Rich , A successful investment banker .",homographic,1
het_1181,"Il se muove , said Galileo , movingly",heterographic,1
het_612,"' ' My pencil is blunt , ' ' said Tom pointlessly .",heterographic,1
hom_1129,A fool with a tool is a well - equipped fool,homographic,0
hom_1434,"My name is Will , I ' m a lawyer .",homographic,1
hom_1357,A woodcutter ' s world revolves on his axes .,homographic,1
hom_1081,It ' s hard for a depressed turtle to get out of his shell .,homographic,1
het_468,"My sofa was repaired , but I was surprised to find an item on the bill for upholstery tacks .",heterographic,1
het_32,""" I drank WHAT ? ! ? ! "" - Socrates",heterographic,0
hom_677,Lumberjacks have to keep problem logs .,homographic,1
het_368,Bureaucrats cut red tape - - lengthwise .,heterographic,0
het_822,"When you dream in color , it ' s a pigment of your imagination .",heterographic,1
hom_742,The lumber company downsized . They got rid of the deadwood .,homographic,1
het_1707,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .,heterographic,1
hom_1310,To plan a graveyard you need a skeleton idea before a detailed plan .,homographic,1
hom_2166,The correct formula for concrete is worthwhile to cement in your mind .,homographic,1
het_1327,' ' Do you buy and sell stolen goods ? ' ' asked Tom offensively .,heterographic,1
hom_1380,Can bankers count ? Eight windows and only four tellers ?,homographic,0
hom_1210,Deal gently with the bird you mean to catch .,homographic,0
het_1318,Everyone ' s business is no one ' s business .,heterographic,0
het_59,When it got stuck in the mud my car had to be toad .,heterographic,1
het_881,An hourglass is a waist of time .,heterographic,1
het_889,"I was completely exonerated , said Tom clearly .",heterographic,1
hom_792,I think Santa has riverfront property in Brazil . All our presents came from Amazon this year .,homographic,1
het_367,One good turn deserves another .,heterographic,0
hom_111,"Garbage in , garbage out .",homographic,0
hom_1558,The painter was hospitalized due to too many strokes .,homographic,1
het_24,We welcome you with open psalms .,heterographic,1
het_291,' ' Don ' t you know my name ? ' ' asked Tom swiftly .,heterographic,1
het_1288,"Next time you wave , use ALL of your fingers ! !",heterographic,0
het_601,"This is a good bra , she said upliftingly .",heterographic,1
het_1031,"' ' There ' s no need for silence , ' ' Tom allowed .",heterographic,1
hom_2061,"She was only a Bookbinder ' s daughter , but she knew her way between the sheets .",homographic,1
het_936,Black holes are where God divided by zero .,heterographic,0
hom_1186,"A new batter joined the baseball team , and he was a real hit .",homographic,1
hom_774,Shepherds sometimes have staff meetings .,homographic,1
hom_1344,"OLD COURIERS never die , they just keep on expressing it !",homographic,1
het_274,"Some days you get the bear , other days the bear gets you .",heterographic,0
hom_435,. . . So simple a child could do it ? Go find me a child !,homographic,0
hom_327,He bought a plate with four corners so he could have a square meal .,homographic,1
hom_480,I ' m not paranoid ! Which of my enemies told you this ?,homographic,0
het_1718,Never make fun of a Scotsman ' s traditional garb . You could get kilt that way .,heterographic,1
hom_1663,"OLD WATCHMAKERS never die , they just unwind .",homographic,1
het_81,Bloom where you are planted .,heterographic,0
het_1448,"From those to whom much is given , much is expected .",heterographic,0
hom_1734,I once had insomnia so bad I was awake until it dawned on me .,homographic,1
het_897,My name is Harold . I ' m a messenger .,heterographic,1
het_1719,"I always pray to St . Ignatius , said Tom loyally .",heterographic,1
het_1281,Nature is beyond all teaching .,heterographic,0
hom_1438,When a guillotine executioner is layed off he gets severance .,homographic,1
hom_702,"Walk softly , carry a big stick .",homographic,0
het_1117,My friends call me Mesa because of my big butte .,heterographic,1
het_1004,Marine biologists never make mistakes on porpoise .,heterographic,1
hom_190,Any key will commence hard drive format . Continue ( y / n ) ?,homographic,0
hom_596,When the human cannonball retired they couldn ' t find a replacement of the right caliber .,homographic,1
hom_1708,Semaphore was flagged away as a form of communication decades ago .,homographic,1
het_699,The fireplaces of oriental doctors have an Asian flue .,heterographic,1
hom_127,"She was only a Pitcher ' s daughter , but you should have seen her curves .",homographic,1
hom_963,Failure is the stepping stone for success .,homographic,0
het_1414,"The sweep got stuck in a cold chimney , which collapsed . He came down with the flue .",heterographic,1
hom_759,OLD PILOTS never die they just take off .,homographic,1
hom_1878,The boy who got electrocuted was unable to give a statement because he was still shocked at the incident .,homographic,1
hom_1650,Dentists have the same old grind day after day .,homographic,1
het_585,Getting soap in your eyes is no lathering matter .,heterographic,1
het_258,OLD GOSSIPS never die they just lose their confidants,heterographic,1
het_1777,"' Come see my fishpond ' , she said coyly .",heterographic,1
hom_612,Some cardiologists are heartless .,homographic,1
hom_1180,You don ' t shit where you eat .,homographic,0
het_493,"I saw a beaver movie last night , it was the best dam movie I ' ve ever seen .",heterographic,1
het_1265,"Throughout the centuries , the Buddhist herdsmen of Peru have followed their lamas religiously .",heterographic,1
het_657,"' ' It ' s the quotient of two integers , ' ' said Tom rationally .",heterographic,1
hom_814,"The plums for sale dried out , so the profits were pruned .",homographic,1
het_665,I like the latest horror movie so much that I ' ve arranged a private screaming .,heterographic,1
het_1230,"If you love somebody , let them go , for if they return , they were always yours . And if they don ' t , they never were .",heterographic,0
het_317,"She was only a Grape picker ' s daughter , but she was somewhat of a winer .",heterographic,1
hom_1230,None but the brave deserve the fair .,homographic,0
hom_1062,Whenever I go near my bank I get withdrawal symptoms .,homographic,1
hom_196,I took up teaching fencing as I wanted my students to get the point .,homographic,1
het_1240,Advisers run no risks .,heterographic,0
hom_2188,"Once again , Odo wins the Twister championship .",homographic,0
hom_1563,"OLD RABBIS never die , they just get grey around the temples .",homographic,1
hom_1159,Do NOT look into laser with remaining eye . .,homographic,0
hom_165,A baseball player was a thief . He was always trying to steal .,homographic,1
hom_808,A tire store loves a chance to Roll out a new product .,homographic,1
hom_1364,"I ' ve got to fix the automobile , said Tom mechanically .",homographic,1
hom_143,A drowning man will clutch at a straw .,homographic,0
hom_916,An Electrician ' s work is well grounded .,homographic,1
hom_2177,Decimals have a point .,homographic,1
het_873,"If you buy quality , you only cry once .",heterographic,0
hom_2075,Set a herring to catch a whale .,homographic,0
het_290,First Rule of Intelligent Tinkering - Save all parts,heterographic,0
hom_1291,The dance club opened to rave reviews .,homographic,1
het_1668,"The new smoking cessation drug is expensive , and it ' s shrinking city coffers .",heterographic,1
hom_1233,It is the early bird that gets the worm .,homographic,0
het_230,"What a tangled web we weave , when first we practice to deceive .",heterographic,0
hom_854,Here is how the track meet is going to run . . .,homographic,1
het_1253,Live long and prosper . . . But don ' t let the IRS know .,heterographic,0
hom_2241,"She was only a Watchman ' s daughter , but any time suited her .",homographic,1
het_1533,Virtue which parleys is near a surrender .,heterographic,0
hom_851,OLD JANITORS never die they just get swept up .,homographic,1
het_1485,"If love is blind , lingerie makes great braille .",heterographic,0
het_226,Blood is thicker than water .,heterographic,0
hom_2039,"' ' It ' s an actual parameter , not a formal parameter , ' ' was Tom ' s argument .",homographic,1
hom_35,Stick em up ! < BANG > Okay . . . . DON ' T stick em ' up !,homographic,0
het_1692,"Honesty pays , but not enough for some .",heterographic,0
het_1134,"I didn ' t want to buy leather shoes , but eventually I was suede .",heterographic,1
hom_530,"Laugh and the world laughs with you , cry and you cry alone .",homographic,0
het_1739,"Q : What can a goose do , a duck can ' t , and a lawyer should ? A : Stick his bill up his ass",heterographic,0
hom_656,The aluminum foiled my plans .,homographic,1
het_909,In a bakery buns usually play a small role .,heterographic,1
hom_1033,Hell is full . The damned are now in Tech Support .,homographic,0
hom_438,The first time I got hold of a hang glider I had to wing it .,homographic,1
het_276,Herbivores come in browns and graze .,heterographic,1
het_47,The ultimate liquid measure is the supreme quart .,heterographic,1
hom_1652,Erasable pens were a good idea on paper .,homographic,1
hom_112,A thief who stole a calendar got twelve months .,homographic,1
hom_260,"Two brothers collaborated on haunted stories , but one was a ghost writer .",homographic,1
het_1486,"Scrambling for cover amid the chaos caused by the rebel forces ' attack and the ' ' coincidental ' ' breakout of the zoo animals , I stumbled into the face of a hostile guerrilla !",heterographic,1
hom_91,"A lot of trees were dying , but they needed to figure out the root of the problem .",homographic,1
hom_864,A scientist doing a large experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution .,homographic,1
het_1565,Kill them all ! . . . . Let God sort them out .,heterographic,0
hom_1362,""" Tea , Early Grey , hot "" - Picard . . "" Ale , Romulan , lots . "" - Kirk",homographic,0
hom_1562,The mortician was late for dinner because he was buried in his work .,homographic,1
hom_1634,Do unto others as you would have them do unto you .,homographic,0
het_153,Legends tell us that a weakness of the carnivorous vampire is a steak .,heterographic,1
hom_245,"OLD TREE SURGEONS never die , they are just uprooted .",homographic,1
hom_1234,If you walk along a railroad track you may soon feel run down .,homographic,1
hom_1375,My name is Woody . A Forester,homographic,1
hom_996,The intelligent entrepreneur ' s idea for designing catapults meant that his boss was completely thrown .,homographic,1
het_319,Don ' t make a mountain out of a molehill .,heterographic,0
het_1268,There ' s a Sin dividing line between heaven and hell .,heterographic,1
hom_1747,For a dishonest employee : He ' s an unbelievable worker .,homographic,1
het_1537,"I ' m a Soviet agent in England , said Tom bluntly .",heterographic,1
hom_1825,Come huddle with us before the big game,homographic,1
hom_2008,"OLD PROCTOLOGISTS never die , they just butt out .",homographic,1
het_925,The way to a man ' s heart is through his stomach .,heterographic,0
hom_1778,Meet me at the clothes line . That ' s where I hang out !,homographic,1
hom_1531,When William joined the army he disliked the phrase ' fire at will ' .,homographic,1
het_1447,The veterinarian had a great deal of trouble getting his dog to heel .,heterographic,1
het_1067,"A reformed arsonist was in confession . He began , ' ' Bless me Father for I have singed . ' '",heterographic,1
hom_2234,The remedy is worse than the disease .,homographic,0
hom_1245,The state funeral remains to be seen .,homographic,1
het_1284,"' ' A dog bit me , ' ' said Tom rabidly .",heterographic,1
het_1042,My dog swallowed my engagement ring . I ended up with a diamond in the ruff .,heterographic,1
hom_1110,"OLD AUTO MECHANICS never die , they just retire .",homographic,1
hom_319,Trophy shops often will give customers floss with their purchase to eliminate plaque problems .,homographic,1
het_1141,"The mathematics professor , lamenting his students ' lackadaisical approach to trigonometry , sighed , ' ' It ' s a sine of the times . ' '",heterographic,1
hom_2093,"If a clock had legs , time would run out .",homographic,1
hom_478,We were so poor when I was growing up we couldn ' t even afford to pay attention .,homographic,1
het_324,Two wrongs can make a riot .,heterographic,1
hom_1480,Absence makes the heart grow fonder .,homographic,0
het_181,"' ' For what we are about to receive , may the Lord make us truly thankful , ' ' said Tom gracefully .",heterographic,1
het_1726,The statistician attended the dance stag . He didn ' t have any data .,heterographic,1
hom_938,"OLD LUMBERJACKS never die , they just split .",homographic,1
het_545,"' ' I ' m just an ordinary soldier , ' ' Tom admitted privately .",heterographic,1
hom_2178,Police can do a search if it ' s Warranted .,homographic,1
het_1116,Balls ! Tom said roundly .,heterographic,1
het_619,"OLD STOREKEEPERS never die , they just sale away .",heterographic,1
hom_1481,The queen told the prince that he was a royal pain .,homographic,1
hom_1467,Anything not nailed down is a cat toy .,homographic,0
hom_953,Practice what you preach .,homographic,0
hom_1198,Wrestlers don ' t like to be put on hold .,homographic,1
hom_1735,Surfing is a swell sport !,homographic,1
hom_201,Our Boy Scouts ' knot - tying class went off without a hitch .,homographic,1
het_1614,"As a young boy , Brutus ' mother often cautioned him not to run with Caesars .",heterographic,1
hom_535,He had a difficult time bouncing back from his bungee cord accident .,homographic,1
hom_1229,"She was only a Bootleggers daughter , but I loved her still .",homographic,1
het_1762,To become a pilot requires a good altitude .,heterographic,1
hom_1415,Many words will not fill a bushel .,homographic,0
het_589,"My family scoffed when I had a divine inspiration I ' d get rich selling my ' ' Beets Brule , ' ' but after I made my first million , they had to admit I made quite a prophet .",heterographic,1
het_533,Old habits die hard .,heterographic,0
